"ReturnCode","LL","tvE0","tvAlpha","tvBeta","tvGam","dE0dTRT1","dE0dTRT2","dE0dTRT5","dE0dTRT6","dE0dTRT7","dE0dTRT17","dAlphadTRT1","dAlphadTRT2","dAlphadTRT5","dAlphadTRT6","dAlphadTRT7","dAlphadTRT17","dBetadTRT1","dBetadTRT2","dBetadTRT5","dBetadTRT6","dBetadTRT7","dBetadTRT17","dGamdTRT1","dGamdTRT2","dGamdTRT5","dGamdTRT6","dGamdTRT7","dGamdTRT17","dE0dBLMEANTTP","dAlphadBLMEANTTP","dGamdBLMEANTTP","dBetadBLMEANTTP","EEps","omega(nE0,nE0)","omega(nAlpha,nE0)","omega(nAlpha,nAlpha)","omega(nBeta,nE0)","omega(nBeta,nAlpha)","omega(nBeta,nBeta)","omega(nGam,nE0)","omega(nGam,nAlpha)","omega(nGam,nBeta)","omega(nGam,nGam)"
3,-16782.6,3.19173,21.8635,1.79224,0.0489732,-0.130415,-0.132524,-0.202411,-0.200394,-0.0395874,0.421988,-0.0130742,-0.268072,-0.153475,0.247216,0.0101156,0.0454498,-0.0124796,-0.100413,-0.0380458,0.0232515,0.0183101,0.212524,-0.0926119,0.0246809,0.58152,0.0352544,0.0302886,0.0547089,0.74873,0.171793,-0.617742,-0.391087,0.259361,0.315923,-0.129335,0.165949,0.113644,0.00762239,0.0668465,0.226285,-0.191095,0.0349321,0.508961
3,-16789.1,2.62701,22.9429,1.71998,0.0470985,-0.160705,-0.130807,-0.20371,-0.279389,-0.0395927,0.422273,-0.0131462,-0.271698,-0.145726,0.204186,0.0101635,0.0464173,-0.0120893,-0.104257,-0.0394774,0.0225786,0.018412,0.229779,-0.105425,0.0250636,0.610699,0.0352965,0.0293932,0.0552034,0.983271,0.143413,-0.652656,-0.327782,0.26057,0.320857,-0.0815186,0.10606,0.0964707,0.0146567,0.046984,0.128349,-0.110335,0.00260927,0.421383
3,-16800.8,2.95592,22.1108,1.73241,0.0498984,-0.157519,-0.131889,-0.208886,-0.255213,-0.0397079,0.401245,-0.012977,-0.258798,-0.143057,0.183876,0.0100239,0.0457479,-0.0122543,-0.104521,-0.0395106,0.0230866,0.0182919,0.212728,-0.0949871,0.0249709,0.576598,0.0346726,0.0291983,0.0546044,0.782068,0.140231,-0.502439,-0.414243,0.267927,0.289525,-0.0766689,0.11744,0.102436,0.0161636,0.055535,0.161327,-0.120054,0.0226039,0.413102
3,-17227.6,3.11258,21.4289,1.74363,0.0507464,-0.15389,-0.134638,-0.226487,-0.315428,-0.0404909,0.392273,-0.0132289,-0.265507,-0.134952,0.194326,0.00970495,0.0457313,-0.0125324,-0.113167,-0.038965,0.0226989,0.0184593,0.225056,-0.0980333,0.0245497,0.662797,0.0338626,0.0279503,0.0546778,0.732879,0.123613,-0.606375,-0.415079,0.268306,0.3995,-0.102939,0.144322,0.131491,0.0225089,0.0702728,0.13734,-0.140704,-0.00516854,0.375263
3,-16952.3,3.08697,22.1103,1.76419,0.0472232,-0.141687,-0.122964,-0.178392,-0.277616,-0.0386104,0.404864,-0.0129709,-0.336409,-0.139038,0.237629,0.00998461,0.0464209,-0.0121819,-0.110609,-0.0395498,0.0230348,0.0183544,0.210827,-0.104396,0.024238,0.641085,0.0349452,0.0277917,0.0544836,0.830749,0.107681,-0.683418,-0.421412,0.26686,0.25581,-0.0575149,0.117441,0.103752,0.0267611,0.0660858,0.143362,-0.14598,0.00364404,0.495858
3,-16690.4,2.12351,22.727,1.64618,0.0492597,-0.107315,-0.0334672,-0.159404,-0.319604,-0.0318025,0.130824,-0.015398,-0.316274,-0.0898956,0.211123,0.00982335,0.171676,-0.01467,-0.130988,-0.0335077,0.0313136,0.0069397,0.135873,-0.0736988,0.0149984,0.364413,0.0308216,0.039123,0.057587,1.05797,0.148087,-0.543756,-0.348742,0.255167,0.537247,-0.200912,0.15586,0.0508739,0.0275537,0.0317688,0.22112,-0.156678,-0.0205486,0.429888
1,-17136.4,1.88692,22.0025,1.5443,0.0491329,-0.12998,0.228339,0.0658761,-0.562966,-0.0349795,0.364111,-0.0231674,-0.20127,-0.268529,0.231151,0.0135512,0.105136,-0.0081324,0.0374512,-0.0152599,0.0514032,-0.0280354,0.189534,0.095136,0.0175128,0.745234,0.0183108,0.0605425,0.069871,1.07707,0.0711373,-0.38981,-0.436324,0.270887,0.383543,-0.179052,0.115174,0.0418641,0.00301242,0.0208534,0.334035,-0.139919,0.0525756,0.519974
3,-16799.3,2.38832,22.6011,1.68409,0.048473,-0.105091,-0.121578,-0.153324,-0.221282,-0.0390392,0.331596,-0.0125632,-0.27839,-0.153621,0.150107,0.0105695,0.0513731,-0.0131037,-0.111609,-0.0429966,0.023036,0.0176543,0.136709,-0.0621987,0.0240417,0.544158,0.0369132,0.0329607,0.0605332,0.886395,0.163454,-0.665869,-0.41321,0.269514,0.512909,-0.14837,0.112135,0.10495,0.0116518,0.0473533,0.236996,-0.086685,0.040806,0.367682
1,-16682.4,2.02214,23.8672,1.63597,0.0456348,-0.0943387,-0.119464,-0.156957,-0.131036,-0.0444205,0.3056,-0.0124339,-0.210973,-0.181184,0.133251,0.0102239,0.0448484,-0.0126523,-0.0833386,-0.0357851,0.0279951,0.0212661,0.187764,-0.0592722,0.0252287,0.614448,0.0335751,0.0333313,0.0450728,1.02008,0.203482,-0.699527,-0.374506,0.256108,0.491068,-0.206143,0.125252,0.0464325,0.00596724,0.0212508,0.302829,-0.13266,0.0268834,0.417495
3,-16904.9,2.16618,22.0746,1.60676,0.0522759,-0.134478,-0.112534,-0.197454,-0.343039,-0.0412929,0.282756,-0.0129328,-0.209688,-0.184854,0.176744,0.0096967,0.0445361,-0.0127407,-0.105306,-0.0401021,0.0235115,0.0180201,0.21226,-0.0786177,0.0232894,0.418387,0.0325105,0.0263587,0.0481302,1.15574,0.113458,-0.480517,-0.338409,0.269057,0.323763,-0.10056,0.0891059,0.0492121,0.0193126,0.0281642,0.169778,-0.0825756,0.00796004,0.344663
3,-17197.6,2.32251,22.4043,1.61978,0.0494664,-0.164406,-0.115498,-0.176103,-0.306158,-0.0411451,0.36586,-0.0138326,-0.367631,-0.1845,0.162648,0.00999512,0.0447464,-0.0123841,-0.124547,-0.0412939,0.0236364,0.017931,0.17436,-0.094188,0.0236769,0.566137,0.0321141,0.0301142,0.0514488,0.909576,0.194261,-0.722333,-0.401144,0.273982,0.403969,-0.109447,0.0895499,0.101623,0.0141232,0.0548083,0.23293,-0.0715827,0.0558031,0.373117
3,-16728.1,2.33438,22.5028,1.66033,0.0484462,-0.143951,-0.107446,-0.1497,-0.214457,-0.0333115,0.232638,-0.0134659,-0.181742,-0.160284,0.141135,0.010826,0.0473346,-0.0120024,-0.0882125,-0.0385847,0.0218394,0.0160593,0.101367,-0.0976473,0.0252465,0.572637,0.0321361,0.0302299,0.0552702,1.04882,0.130391,-0.595719,-0.372302,0.263724,0.390019,-0.20812,0.180965,0.0341302,0.0295019,0.0358622,0.277875,-0.151075,0.0270351,0.440318
3,-16800,3.11753,22.1019,1.785,0.0490923,-0.154084,-0.136977,-0.218119,-0.288246,-0.0388822,0.354379,-0.0131362,-0.272236,-0.16223,0.213324,0.009926,0.0447643,-0.0125134,-0.110255,-0.04003,0.0230871,0.0174943,0.214063,-0.1065,0.024252,0.568513,0.0341028,0.0287615,0.0532547,0.697082,0.13436,-0.685376,-0.488137,0.280269,0.334816,-0.116577,0.107155,0.117971,-0.0148155,0.0519291,0.215975,-0.145955,0.0478816,0.509709
3,-16592.9,2.89764,21.7607,1.75742,0.0526526,-0.144468,-0.130474,-0.217617,-0.318746,-0.0396486,0.398307,-0.0127929,-0.259393,-0.157951,0.201695,0.0100883,0.0462242,-0.0122074,-0.101609,-0.0379394,0.0242444,0.01807,0.226986,-0.0885976,0.0250722,0.603783,0.0356146,0.0283617,0.0548443,0.920894,0.162432,-0.700443,-0.352599,0.257493,0.224434,-0.0535279,0.108059,0.0893013,0.023534,0.056625,0.154164,-0.109446,0.027155,0.43716
3,-16849.6,2.74051,23.0777,1.72625,0.0476642,-0.151743,-0.13289,-0.217909,-0.283521,-0.0409402,0.382012,-0.0131343,-0.283881,-0.140885,0.210809,0.00973332,0.045683,-0.0124997,-0.104843,-0.0393345,0.0227487,0.0181801,0.222439,-0.0973283,0.0246458,0.547161,0.0348994,0.0281114,0.0539347,0.827315,0.144927,-0.622055,-0.401817,0.265444,0.295151,-0.0671119,0.101622,0.0929401,0.0202678,0.0491156,0.124482,-0.0957686,0.00711504,0.385716
3,-17025.2,2.73066,22.1778,1.70113,0.0513379,-0.149204,-0.134894,-0.209415,-0.308278,-0.0403025,0.368107,-0.012901,-0.293661,-0.139164,0.148113,0.00999569,0.0452177,-0.012348,-0.107006,-0.0397902,0.0231766,0.0186288,0.239121,-0.0949752,0.0249029,0.637436,0.0344644,0.0288516,0.054467,0.834824,0.155443,-0.577853,-0.382059,0.27108,0.299062,-0.0467868,0.122663,0.121082,0.0353968,0.0746224,0.132021,-0.144813,-0.00507573,0.437072
3,-16783.7,3.04715,20.9404,1.72071,0.0542305,-0.156105,-0.133714,-0.214254,-0.296611,-0.0408928,0.425566,-0.0133175,-0.288776,-0.161261,0.245233,0.00987238,0.0461132,-0.0123614,-0.111054,-0.0399342,0.0228459,0.0186185,0.202346,-0.108512,0.0246853,0.507936,0.0352173,0.029284,0.054583,0.749464,0.135184,-0.579879,-0.437866,0.259455,0.359369,-0.0938952,0.118508,0.129589,0.0123022,0.0694039,0.162186,-0.11254,0.0240406,0.371109
3,-16466.3,3.06975,22.7396,1.78929,0.0473406,-0.155745,-0.13289,-0.193226,-0.253713,-0.0386247,0.35882,-0.012864,-0.226757,-0.146199,0.208757,0.010198,0.0443715,-0.011886,-0.101462,-0.0385542,0.0230747,0.0187682,0.221667,-0.0981202,0.0252743,0.636648,0.0350901,0.0294019,0.0523832,0.792436,0.154604,-0.596226,-0.3589,0.264131,0.365398,-0.136963,0.163498,0.124861,0.0034987,0.0652351,0.228725,-0.181863,0.034558,0.537444
3,-16725.9,2.88928,21.6985,1.70037,0.0525505,-0.15045,-0.138008,-0.229579,-0.281939,-0.0396171,0.385991,-0.0131666,-0.303466,-0.159071,0.19108,0.00988111,0.0447971,-0.0126037,-0.104533,-0.0389348,0.0229403,0.0178639,0.230872,-0.092679,0.0245171,0.536516,0.0345116,0.0286233,0.0537868,0.837184,0.135054,-0.537521,-0.404007,0.264855,0.296612,-0.0742217,0.140979,0.123624,0.0266817,0.0786454,0.176075,-0.156869,0.0201221,0.481209
3,-17266.2,2.65518,22.1824,1.66993,0.0515182,-0.159813,-0.135582,-0.233019,-0.281327,-0.0407499,0.367393,-0.013435,-0.245916,-0.164411,0.20022,0.00978472,0.0445448,-0.0126489,-0.102919,-0.0399747,0.0222014,0.0178086,0.210361,-0.103696,0.0244057,0.60645,0.0344523,0.0283268,0.0538186,0.835425,0.150711,-0.527752,-0.392474,0.266242,0.388747,-0.0684781,0.10506,0.1121,0.0332526,0.062533,0.128012,-0.0846549,0.00184805,0.347246
3,-17202.2,2.57875,21.2263,1.66096,0.0538877,-0.160338,-0.133904,-0.219491,-0.280899,-0.0403554,0.428015,-0.0132729,-0.275181,-0.142351,0.233111,0.00989341,0.0454139,-0.0124464,-0.101934,-0.039693,0.0227031,0.0182169,0.212998,-0.101205,0.0244961,0.670239,0.035378,0.0288286,0.0542575,0.855505,0.159448,-0.558069,-0.412682,0.271651,0.359496,-0.0551774,0.108377,0.134696,0.0321574,0.0784054,0.168088,-0.104391,0.0213643,0.338152
3,-16868.2,1.53271,22.874,1.53957,0.0500384,-0.0859141,0.0382963,-0.108558,-0.483464,-0.0386969,0.0757809,-0.0115945,-0.328905,-0.126748,0.157692,0.0128489,0.065957,-0.00905654,-0.144159,-0.021225,0.0332947,0.0198746,0.144275,-0.0147092,0.0260623,0.585796,0.0344066,0.0373736,0.0650335,1.51953,0.00870156,-0.44872,-0.393359,0.26813,0.150962,-0.100942,0.0990869,-0.0245317,0.0351575,0.0155177,0.208283,-0.0979628,-0.0128772,0.373118
3,-16971.7,2.60566,22.4505,1.71185,0.0495052,-0.160077,-0.120764,-0.205316,-0.306793,-0.039732,0.441047,-0.0131885,-0.248671,-0.162378,0.234825,0.0101902,0.0464892,-0.0120136,-0.111812,-0.0394106,0.0228711,0.0183868,0.203741,-0.106975,0.0247743,0.571108,0.0349788,0.0294742,0.0542046,0.91296,0.12976,-0.588074,-0.422985,0.265033,0.257945,-0.0253835,0.0862563,0.099751,0.0344634,0.0619888,0.111385,-0.0881193,0.00259497,0.386725
3,-16861.1,2.63887,22.0541,1.68964,0.0500227,-0.16289,-0.136922,-0.224757,-0.233885,-0.0406277,0.398298,-0.0132987,-0.310431,-0.14047,0.224439,0.00995123,0.045905,-0.0124164,-0.109347,-0.0398304,0.0222066,0.0185244,0.220697,-0.102686,0.0243533,0.64904,0.0347497,0.029056,0.0543651,0.74281,0.138827,-0.667853,-0.492598,0.263778,0.374911,-0.0295421,0.106966,0.128556,0.0438053,0.0718827,0.118197,-0.118546,-0.0157299,0.433132
3,-16983.3,2.72525,21.9249,1.68002,0.0510619,-0.150519,-0.133006,-0.224282,-0.233757,-0.0404335,0.430864,-0.0130261,-0.310333,-0.147157,0.190073,0.00995864,0.0465896,-0.0122381,-0.102165,-0.0373013,0.0226437,0.0184779,0.212678,-0.0981819,0.0244079,0.615991,0.0335717,0.0286165,0.0552554,0.847171,0.124641,-0.510975,-0.386645,0.263014,0.356362,-0.0809962,0.125523,0.0996318,0.0321192,0.0558547,0.0986175,-0.110439,-0.0175145,0.371952
3,-17093.5,2.85025,22.6449,1.75453,0.0494765,-0.164913,-0.146582,-0.217864,-0.302011,-0.0411479,0.345593,-0.0137274,-0.31838,-0.164018,0.201557,0.00963984,0.0435515,-0.0126951,-0.103422,-0.0415931,0.0218748,0.017615,0.226451,-0.115095,0.0237614,0.502421,0.0334866,0.0278482,0.0524024,0.790761,0.142743,-0.555861,-0.38474,0.269106,0.376247,-0.0705733,0.12778,0.139112,0.0222732,0.0718583,0.173853,-0.152742,0.0134421,0.528712
3,-17007.5,3.10312,21.2467,1.72313,0.0522753,-0.154979,-0.137052,-0.213245,-0.224734,-0.0403771,0.397389,-0.0132162,-0.254463,-0.1581,0.214366,0.00995037,0.0449544,-0.0123687,-0.10739,-0.0393789,0.0220238,0.0181803,0.223256,-0.101185,0.0245998,0.492798,0.0341952,0.028642,0.0524081,0.785898,0.142639,-0.642882,-0.443782,0.271661,0.312851,-0.0813379,0.158967,0.130034,0.0248098,0.0790038,0.165381,-0.194169,0.00525019,0.572204
3,-16936.6,2.41222,22.3777,1.69905,0.050094,-0.0656827,-0.107716,-0.142326,-0.397535,-0.0373348,0.461211,-0.0122686,-0.315571,-0.148498,0.213244,0.0103114,0.0571404,-0.0133529,-0.135737,-0.0375869,0.0298757,0.0168124,0.228341,-0.0441507,0.0230242,0.501545,0.0388466,0.033823,0.0495671,1.0693,0.127599,-0.502822,-0.329057,0.257043,0.259728,-0.138695,0.128065,0.0318376,0.0164212,0.0245923,0.212937,-0.117764,0.023955,0.414449
3,-17297.3,3.17037,20.8117,1.72748,0.0521406,-0.164241,-0.141247,-0.204244,-0.255913,-0.0402953,0.32415,-0.0131666,-0.305539,-0.138908,0.192671,0.00985244,0.0434643,-0.0123652,-0.09825,-0.0397948,0.0223362,0.017936,0.231855,-0.0904443,0.0242691,0.653063,0.034035,0.0289074,0.0515212,0.818532,0.141664,-0.710667,-0.382485,0.276583,0.364005,-0.114962,0.159446,0.151489,0.0108223,0.0909966,0.237215,-0.196008,0.0409296,0.488416
3,-16941.5,2.69305,22.017,1.69169,0.0500493,-0.153108,-0.131517,-0.209524,-0.284756,-0.0402643,0.45065,-0.0131854,-0.242257,-0.130177,0.214099,0.00991224,0.0454563,-0.0123244,-0.103469,-0.0384589,0.0229328,0.0184892,0.209479,-0.0988581,0.0247364,0.635735,0.0349617,0.0287972,0.0542863,0.949298,0.142071,-0.658484,-0.368541,0.26528,0.2458,-0.0590545,0.121214,0.0807073,0.0314952,0.0506934,0.0946467,-0.11905,-0.0146999,0.370737
3,-17166.3,2.83685,21.0814,1.65681,0.0537501,-0.172987,-0.143898,-0.223223,-0.277453,-0.0408384,0.416399,-0.0137519,-0.269084,-0.142366,0.200878,0.0097292,0.0427078,-0.0126364,-0.107366,-0.0407523,0.0220683,0.0176212,0.208565,-0.108415,0.024069,0.681664,0.0336149,0.0281642,0.052326,0.825644,0.148855,-0.510068,-0.37297,0.269385,0.289942,-0.0749502,0.125778,0.0833778,0.0298588,0.048818,0.0650537,-0.123751,-0.0329592,0.442117
3,-16993.2,2.8114,21.3008,1.67902,0.0533622,-0.161866,-0.141634,-0.236315,-0.296724,-0.0411254,0.318498,-0.0134444,-0.275533,-0.153795,0.20357,0.00969672,0.0426783,-0.0125813,-0.0999212,-0.0394207,0.0227007,0.0179954,0.237506,-0.104426,0.0243417,0.570645,0.0342792,0.0282507,0.0519794,0.870454,0.166456,-0.43398,-0.322032,0.26965,0.339698,-0.0737768,0.14442,0.1199,0.0350776,0.0714154,0.162128,-0.157312,-0.00120895,0.463775
3,-17048.5,2.66514,21.6208,1.64989,0.0517099,-0.153846,-0.135822,-0.227536,-0.309686,-0.0406608,0.382231,-0.0130735,-0.283099,-0.146936,0.221693,0.00979397,0.0449187,-0.0124322,-0.106066,-0.0390743,0.0231374,0.0184811,0.232127,-0.0972829,0.0247006,0.643878,0.0351253,0.0284305,0.0539675,0.773675,0.153478,-0.609338,-0.442351,0.271812,0.274894,-0.0349588,0.113897,0.112259,0.0404444,0.0732014,0.128736,-0.133717,-0.0061509,0.464976
3,-16737.6,2.76364,20.95,1.65794,0.0546901,-0.169027,-0.133112,-0.223117,-0.297506,-0.0394725,0.311786,-0.0134693,-0.312121,-0.160121,0.183704,0.0100678,0.042677,-0.0123586,-0.10964,-0.0398721,0.0227413,0.0174692,0.23115,-0.10903,0.0242936,0.478378,0.0343618,0.0291439,0.0516395,0.815311,0.159304,-0.580923,-0.417701,0.258723,0.3107,-0.0546926,0.134856,0.119713,0.0472588,0.0834129,0.146958,-0.112795,0.00943769,0.365483
3,-16693.3,1.9039,21.9864,1.57793,0.0513007,0.0193141,0.360832,-0.00478118,0.0445538,-0.0359454,0.0527714,-0.0328358,-0.339787,-0.120086,0.13349,0.0127303,0.0260839,-0.00263625,-0.0204646,0.00525977,0.0589673,0.0080962,0.00988254,-0.00166603,0.00625226,0.456961,0.012001,0.0484452,0.0130743,1.3117,-0.0385589,-0.289727,-0.393738,0.267811,0.229851,-0.143474,0.146195,0.0282237,0.0189402,0.0272122,0.298454,-0.172853,0.0504278,0.570392
3,-16696.5,1.79366,22.5704,1.60557,0.0495575,-0.0679743,-0.0141514,-0.0232815,-0.0146517,-0.0326726,0.032446,-0.0139258,-0.273816,-0.18485,0.131578,0.0109185,0.061482,-0.0132961,-0.121228,-0.0446545,0.0180899,0.0119743,0.0240265,-0.0838473,0.0199126,0.581996,0.0222914,0.0315179,0.0561425,1.39915,0.0433221,-0.461102,-0.362847,0.269639,0.346452,-0.168515,0.125443,0.0269284,0.0171444,0.0231333,0.316243,-0.134722,0.0381806,0.487555
3,-16886,2.93535,22.1412,1.7479,0.0486795,-0.151721,-0.126658,-0.211226,-0.253747,-0.0400797,0.337292,-0.0133957,-0.193963,-0.147508,0.181786,0.0101467,0.044969,-0.0124263,-0.10836,-0.0392501,0.0225868,0.0179282,0.209083,-0.107002,0.0252365,0.633358,0.0349765,0.030048,0.0534512,0.890845,0.144867,-0.655341,-0.389028,0.266702,0.325108,-0.115169,0.105713,0.106088,-0.00381789,0.052179,0.175193,-0.102541,0.036117,0.38972
3,-16973.2,2.17116,23.7692,1.69037,0.047704,-0.129819,-0.115647,-0.21523,-0.418497,-0.0438085,0.30944,-0.0135054,-0.259272,-0.156024,0.121754,0.00923946,0.0468663,-0.0129524,-0.0965622,-0.0373981,0.0241688,0.0167137,0.212978,-0.0681212,0.0235271,0.624416,0.0327134,0.0289488,0.0496874,1.26684,0.0950787,-0.568975,-0.294899,0.260848,0.172,-0.109197,0.113042,0.00512816,0.0202807,0.0128248,0.255603,-0.174319,0.00116167,0.574816
3,-16978.6,2.51553,22.2716,1.6916,0.0489826,-0.103443,-0.102749,-0.126845,-0.293631,-0.0377036,0.461128,-0.0128166,-0.261559,-0.127826,0.168518,0.0105211,0.0464911,-0.0128602,-0.107254,-0.040456,0.022777,0.0157166,0.160733,-0.0960454,0.0220918,0.483568,0.0297919,0.0285541,0.046177,1.04591,0.124095,-0.616459,-0.310233,0.263177,0.255408,-0.13149,0.113762,0.046875,-0.00124236,0.0199771,0.238791,-0.14206,0.0343922,0.513538
3,-16729.5,2.09045,21.5416,1.57103,0.0501282,-0.172074,0.0491078,-0.021623,-0.61326,-0.0419658,0.218284,-0.0194625,-0.311622,-0.196693,0.197203,0.0122756,0.0768799,-0.0136851,-0.0972169,-0.0453495,0.0228678,0.00862423,0.0434207,-0.0344454,0.0160495,0.543516,0.0254881,0.0514213,0.0434868,1.18221,0.0483146,-0.529224,-0.391058,0.269082,0.295184,-0.155751,0.137518,0.0224217,0.0304416,0.0342195,0.257995,-0.120722,0.0380148,0.442505
3,-16770.6,2.91354,22.2606,1.74541,0.0484727,-0.150412,-0.136732,-0.209048,-0.244617,-0.0406802,0.458438,-0.0132529,-0.257471,-0.148071,0.213177,0.0100828,0.0490943,-0.0125594,-0.097459,-0.0397236,0.0219403,0.018169,0.20449,-0.0990519,0.0248166,0.577376,0.0341134,0.0297592,0.0563571,0.826895,0.151202,-0.648186,-0.386536,0.259786,0.309342,-0.0977712,0.134196,0.104868,0.0125292,0.0557569,0.22269,-0.170821,0.0305585,0.540427
3,-17010.1,3.11413,21.5625,1.78004,0.0516123,-0.16704,-0.136948,-0.217153,-0.283834,-0.0411054,0.436527,-0.0137724,-0.219408,-0.163949,0.225179,0.00965407,0.0427051,-0.0125998,-0.111616,-0.0403129,0.0225397,0.0177621,0.202926,-0.105781,0.0244651,0.513024,0.0341598,0.0285734,0.0505872,0.87873,0.136283,-0.629305,-0.375988,0.266856,0.275888,-0.0859658,0.143665,0.11985,0.0119901,0.072889,0.210215,-0.172951,0.0458851,0.537672
3,-16845.1,2.78347,21.1386,1.69581,0.0556346,-0.162925,-0.130057,-0.207291,-0.27993,-0.0391152,0.399078,-0.0131663,-0.255665,-0.142576,0.20751,0.0100119,0.0470807,-0.0120417,-0.106304,-0.0389685,0.0231657,0.0185175,0.232613,-0.109002,0.0253212,0.628051,0.0356121,0.0293182,0.0562727,0.892865,0.155626,-0.559008,-0.401558,0.25935,0.290112,-0.0638651,0.131724,0.114217,0.0308635,0.0716397,0.149348,-0.136854,0.00872529,0.411059
3,-16348.3,2.83482,22.2685,1.75149,0.0505867,-0.145098,-0.137507,-0.21412,-0.305797,-0.0397579,0.433943,-0.0129301,-0.278337,-0.154903,0.231651,0.0100175,0.0455344,-0.0123535,-0.103983,-0.0395014,0.0232083,0.0185465,0.211439,-0.0997675,0.0250654,0.56721,0.0356064,0.0291207,0.0554972,0.842676,0.148039,-0.567697,-0.372799,0.258599,0.298309,-0.0478403,0.127676,0.0946688,0.0409866,0.0563346,0.0778909,-0.129264,-0.0298026,0.425512
3,-16804.7,2.82311,22.7834,1.72698,0.0482052,-0.151242,-0.136925,-0.225846,-0.297376,-0.0377852,0.39801,-0.0128506,-0.307027,-0.166452,0.224257,0.0101935,0.0473354,-0.0122556,-0.105517,-0.0379328,0.0241409,0.0183322,0.234848,-0.0984374,0.0249782,0.532362,0.0361238,0.0300594,0.0558626,0.763088,0.155605,-0.577564,-0.408123,0.260611,0.534535,-0.0915647,0.0983061,0.157115,0.0185794,0.0712594,0.128195,-0.0814399,0.00574681,0.317753
3,-16826.1,2.53981,22.3815,1.71641,0.0495641,-0.1056,-0.0397149,-0.16484,-0.272506,-0.0406962,0.338212,-0.0115515,-0.402795,-0.185754,0.191458,0.0109035,0.0534457,-0.0116545,-0.169218,-0.0350329,0.0252733,0.0192306,0.201236,-0.0363836,0.022921,0.585422,0.0353439,0.03141,0.0549113,1.10709,0.130722,-0.571729,-0.343802,0.258727,0.178351,-0.125376,0.147356,0.0124397,0.0306111,0.0270225,0.232966,-0.130775,0.0383401,0.500799
3,-16903,3.1096,21.0258,1.75624,0.0523935,-0.146042,-0.12336,-0.210935,-0.291491,-0.039173,0.316388,-0.0128329,-0.223281,-0.15781,0.193545,0.0100326,0.0439078,-0.0123551,-0.109062,-0.0389964,0.0232113,0.0182192,0.23947,-0.0955417,0.0249662,0.507531,0.0347669,0.0279253,0.0511223,0.882646,0.139452,-0.701706,-0.398857,0.267318,0.333035,-0.0690209,0.132777,0.14425,0.027453,0.0902644,0.162816,-0.140715,0.0194588,0.470608
3,-16990.2,2.93043,20.7958,1.67854,0.0529239,-0.156512,-0.131333,-0.222528,-0.328198,-0.0397939,0.414035,-0.0131814,-0.277313,-0.138025,0.187653,0.0101451,0.0469667,-0.0124808,-0.109485,-0.0397606,0.023493,0.017963,0.216706,-0.103368,0.0248922,0.649578,0.0348076,0.029726,0.0562666,0.779003,0.133967,-0.690796,-0.475594,0.267827,0.347759,-0.0745654,0.116756,0.145504,0.0165505,0.0835049,0.217926,-0.116485,0.0581531,0.439737
3,-17223.8,3.03582,20.8614,1.73892,0.0547776,-0.15656,-0.138609,-0.22755,-0.263372,-0.0407723,0.451544,-0.0133766,-0.245477,-0.164111,0.209512,0.00966704,0.0454342,-0.0126301,-0.108105,-0.0400448,0.0221427,0.0176892,0.202857,-0.102995,0.0243959,0.595853,0.0341427,0.0280193,0.0538819,0.830246,0.14443,-0.6066,-0.406705,0.267472,0.320146,-0.0883915,0.123794,0.121163,0.0110319,0.0657664,0.197497,-0.159301,0.0278726,0.505692
3,-17164.4,2.66498,22.5517,1.73198,0.0491458,-0.138268,-0.122265,-0.212454,-0.322634,-0.0407429,0.375535,-0.013218,-0.324675,-0.133867,0.191308,0.00991401,0.0411842,-0.0126823,-0.115251,-0.0373904,0.0225044,0.0176017,0.154897,-0.0801753,0.0236259,0.545838,0.0346833,0.0296535,0.0497087,1.00704,0.122977,-0.600864,-0.327073,0.258771,0.253544,-0.108465,0.134739,0.0687674,0.0129744,0.0389996,0.230156,-0.165074,0.0307592,0.527918
3,-16884.7,2.80336,21.6916,1.68731,0.0508863,-0.140615,-0.128648,-0.211865,-0.274456,-0.0380339,0.407863,-0.0129694,-0.265215,-0.164316,0.209713,0.0103978,0.0459226,-0.0122063,-0.10161,-0.0376986,0.0231136,0.018085,0.229354,-0.102191,0.0242792,0.50531,0.0345256,0.0287233,0.0530307,0.745714,0.130043,-0.584356,-0.448022,0.26911,0.327643,-0.0862012,0.124923,0.118761,0.0193382,0.0680728,0.206801,-0.140557,0.032355,0.457786
3,-16487,2.78803,21.9178,1.72996,0.0517313,-0.151449,-0.135117,-0.21643,-0.315794,-0.0391908,0.44888,-0.0132389,-0.249283,-0.156264,0.20075,0.0102087,0.0463175,-0.0124351,-0.0990472,-0.0395031,0.0226576,0.0176418,0.200488,-0.104824,0.0245594,0.515129,0.0340124,0.0287335,0.0537782,0.925159,0.147368,-0.598878,-0.356196,0.258768,0.315314,-0.0454304,0.0977397,0.11607,0.0281999,0.064857,0.132107,-0.0942524,0.0117096,0.367463
