agemonths,haz,waz,hcaz
9,-2.130233394,-2.852315847,-3.012276485
11,-2.133549004,-2.427318118,-2.502585953
10.6,-2.125475434,-2.860656426,-2.49055127
12,-2.099291553,-1.989327933,-2.497532307
13,-1.849671582,-1.958956074,-2.042687141
14,-1.953094856,-1.957600611,-1.83976951
15,-1.821928525,-1.92785777,-2.004708902
16.1,-1.885955667,-1.987290774,-2.091886575
17,-2.147761629,-2.191905595,-2.080998758
18,-2.311312202,-2.098390298,-2.130702699
19.1,-2.219400272,-2.003784712,-1.968031014
20,-1.895536675,-1.876221212,-2.077840371
21.1,-2.03544199,-2.169416201,-2.197799527
22.1,-2.008701737,-2.02478965,-2.302423292
23.1,-2.133632728,-1.736533756,-1.972195788
23.9,-2.162845952,-1.625037445,-2.060421818
0.3942181,-0.724201061,-0.59033094,-1.072327914
2,0.059118134,0.102085296,-0.872927614
3,0.541721044,0.47296948,-0.288775083
4,0.629556604,0.708613741,-0.282990675
5.1,0.335599611,0.831384453,-0.511209745
6,0.968141326,0.923513987,-0.713537114
7,1.173005419,1.113682556,-1.00823502
8,1.110322991,0.961811574,-1.035161127
9,1.079225607,0.786327633,-1.154201422
10.1,0.568366626,0.975766946,-1.086968979
11.1,1.084581098,0.985024882,-0.966521777
12.1,0.936635179,1.010579311,-0.672000456
13,0.878718284,0.751006001,-0.857399636
14,1.089091735,0.701271122,-0.676428254
15.1,0.934291876,0.445100865,-0.713644639
16,0.843562298,0.440538716,-0.778954966
17,0.797788124,0.577898229,-0.775569831
18.1,0.636696135,0.241097081,-0.916297739
19.1,0.560231676,0.453259588,-0.892616401
20,0.748347497,0.387765108,-0.85594541
21.1,0.796533911,0.478964015,-0.973920073
22.1,0.797467015,0.352341219,-1.083815615
23.1,0.878529639,0.581386355,-1.114430946
24,1.177921647,0.523111172,-1.13207295
0.5256242,-1.041907316,-1.267651888,-1.229602511
1,-0.579998709,-1.42153082,-1.634317487
1.9,-0.777940459,-1.753221828,-1.45714761
3.1,-0.920310303,-2.147891306,-1.7669614
4,-0.973232298,-2.157442346,-1.729481311
5,-0.711373742,-2.096940445,-2.316273431
6.1,-0.861994574,-1.945836068,-2.187504351
7,-1.398156753,-1.64265488,-2.209641263
8,-1.364696793,-1.38855816,-2.378540909
9,-0.865026895,-1.518041338,-2.648313295
10,-1.242646658,-1.401392741,-2.842872812
11,-1.340231162,-1.430334143,-2.280889279
12.1,-1.211563006,-1.328181267,-2.150192037
13,-1.22800866,-0.752535537,-1.670111636
14.1,-1.297586353,-1.013224416,-1.788996478
15,-1.213901162,-0.822730396,-1.718768448
16,-1.480793334,-0.846340799,-1.651244962
17,-1.458980979,-1.435388562,-1.782458906
18.1,-1.527301302,-0.871310966,-1.856980878
19.1,-1.352066215,-1.049531893,-1.900249672
20.1,-1.582776174,-1.129978767,-2.013590408
21,-1.528860981,-1.20261778,-1.758882529
22,-1.638783309,-1.234065554,-1.791897685
23.1,-1.237893031,-0.994225387,-1.692210683
24,-1.36444451,-0.861076561,-1.776965446
0.4599212,-0.584385571,-1.933873578,-2.8179338
1,-0.131463003,-1.631090616,-3.05332246
2,-0.235490509,-1.296006749,-2.275552324
3,-0.140446499,-0.932672455,-2.244063418
3.9,-0.416298032,-0.832437097,-2.527700447
6.1,0.039834492,0.593253079,-2.893173972
7,-0.122751359,-0.687985412,-3.286217443
8.1,-0.154748118,-0.888474805,-3.692377075
9,-0.249140985,-1.223070098,-3.974437621
10.1,-0.863977633,-1.445032322,-3.916121945
11,-0.903906349,-1.511217956,-3.389372648
12.1,-0.668834881,-1.416919682,-3.547901459
13,-1.013850714,-1.33844161,-3.508765618
14,-1.244816989,-1.509789011,-3.593601264
15,-1.591019242,-1.398350323,-3.764195886
16,-1.301996747,-1.364616547,-3.54120662
17,-0.89728085,-1.547146009,-3.450952448
18.1,-0.955724768,-1.377449181,-3.441440172
19,-0.757036531,-1.232955058,-3.481396649
20,-0.909930063,-1.48766487,-3.308304385
21.1,-1.068656527,-1.465951683,-3.424977007
22.1,-1.016560605,-1.017816168,-3.452556688
23,-0.959866589,-1.22625426,-3.476023211
24,-0.730575911,-1.159360017,-3.575437492
0.2299606,-2.352096475,-2.759680139,-3.476452555
0.9,-2.558504397,-2.477157756,-2.801302684
1.9,-2.010528467,-2.287432947,-2.245967032
3,-1.309748653,-2.277249167,-2.220919492
3.9,-1.975430833,-2.51458514,-2.39350152
5,-2.19407036,-1.924128559,-2.199541255
6,-1.654540661,-1.690435679,-2.462013597
7,-1.43874755,-1.416089916,-2.541086608
8,-1.491590246,-1.426101317,-2.529133894
9,-1.118959887,-1.636490944,-2.479360742
10.1,-1.437577811,-1.596042444,-1.078208697
11.1,-1.164712551,-1.622527769,-1.203489887
12,-1.191334971,-1.802489198,-1.018952046
13,-1.507744863,-1.726891389,-1.089736132
14.1,-1.483502959,-1.834767249,-1.131545751
15.1,-1.311566907,-1.757548505,-1.218615971
16,-1.290247304,-1.502407668,-1.210476533
17.1,-1.328445023,-1.468780986,-1.219785101
18,-1.288937148,-1.40108976,-1.26605403
19,-1.027322256,-1.423512285,-1.169616347
20.1,-1.029509788,-1.208173929,-1.296065333
21.1,-1.049450771,-1.127457206,-1.258357338
22.1,-1.089612514,-1.144051961,-1.227567272
23.1,-0.820328034,-1.167128655,-1.329682867
24,-0.8373686,-1.268538762,-1.203727672
0.1642576,-1.327206504,-0.517594459,-0.734456324
1.1,-1.215150672,-0.894209196,-1.405362304
1.9,-1.813417833,-1.508531023,-0.922133084
2.9,-2.482010946,-2.009652085,-1.730576739
4,-2.451255817,-1.602593969,-2.124430228
5,-2.600404768,-1.216002535,-2.432914332
5.9,-2.448898858,-1.280128031,-1.27727218
7,-2.714264913,-1.48255252,-1.691629747
8,-2.827212074,-1.365854868,-1.839141204
9.1,-2.411863027,-1.202376072,-1.388788575
10,-2.539772606,-1.045795282,-1.357296655
10.9,-2.261759613,-0.916610398,-1.230725452
12.1,-1.584537864,-0.740038618,-1.039897345
13,-1.583728579,-0.869029846,-1.089736132
14,-1.854399441,-0.613290938,-0.968779741
15,-1.28690021,-0.624461456,-0.989920832
16,-1.540746018,-0.510077158,-0.846970066
17.1,-1.667746323,-0.763523734,-0.997503552
18,-1.598637186,-0.954831968,-0.976504795
19.1,-1.544143476,-0.611481161,-1.02898153
20,-1.720116706,-0.541861961,-0.920328251
21,-1.845817761,-0.830190944,-1.034888522
22,-1.968207613,-0.695110571,-1.005105943
22.9,-1.690650842,-0.766458667,-1.026053072
24,-1.488462372,-0.991326466,-1.060418228
0.3942181,-1.358869316,-1.402685689,-1.575139402
1,-1.883568236,-1.467822325,-1.664548724
2.1,-2.374331184,-1.722327507,-1.693302418
3,-1.131819895,-1.889290766,-1.828369861
4,-1.12067611,-1.999134502,-2.267494818
5,-1.397344007,-2.025049254,-2.964710244
6,-1.701841026,-2.094028429,-2.735184949
8,-1.571520417,-2.336649735,-2.452247826
9.3,-2.139003868,-2.438086544,-2.631162947
10.1,-2.136965409,-2.57176876,-2.712489627
11,-1.951600614,-2.322431155,-2.632212235
12,-1.810708462,-2.361990278,-2.377751362
13,-1.840017318,-2.347146442,-2.205120903
14,-2.023464917,-2.409420274,-2.366126355
15,-1.631485758,-2.414325318,-2.067857766
16,-1.564343012,-2.298954726,-2.218442901
17.1,-1.650374706,-2.075335915,-1.981800298
18,-1.654483804,-1.881528951,-1.938917246
19.2,-1.769205295,-1.983916991,-2.07056373
20,-1.53058869,-1.996373564,-2.161823466
21,-1.620191472,-1.935798143,-2.190216568
22,-1.664748987,-1.942015252,-1.991665832
23,-1.657766335,-2.156159435,-1.935737935
24.1,-1.531598282,-2.196797746,-2.028038397
0.3285151,-0.283542207,-1.438112757,-2.369632
1.1,0.060946396,-1.56973193,-3.106872449
1.9,-0.187323889,-1.040354063,-2.449079271
2.9,-0.005999566,-0.604119878,-1.81126383
4,-0.43364935,-0.466971686,-2.021553885
5,-0.207546586,-0.377796204,-1.7327951
5.9,0.157017503,-0.508728626,-1.814909298
7,-0.338710822,-0.308921055,-1.767562495
8.1,-0.596173777,-0.168441448,-2.048599901
9.1,-0.404970631,-0.041738658,-2.145624722
10,-0.472478126,-0.026012382,-1.654411887
10.9,-0.554171809,-0.214647256,-1.526466279
12.1,-0.576068647,-0.194685037,-1.775691122
13,-0.757557752,-0.41684031,-1.590721255
14,-0.685650253,-0.466089935,-1.401311572
15,-0.812406401,-0.559655728,-1.427229401
16,-0.920362567,-0.362495567,-1.569341263
17,-1.037705882,-0.46179411,-1.492286116
18,-0.772770418,-0.308089838,-1.26605403
19,-0.881727602,-0.099735161,-1.238032798
20,-0.723833187,-0.046919099,-1.353050569
21,-0.86738269,-0.039041229,-1.394849747
22,-0.751268039,0.03631764,-1.508341877
22.9,-0.681081033,-0.082953182,-1.38498859
24,-0.589332877,-0.232253191,-1.418691837
0.4599212,-1.057359504,-0.688658356,-2.381342668
0.9,-0.966148873,-0.909315866,-1.775215806
1.9,-1.369918907,-0.930409255,-2.576925519
3,-0.473483589,-0.826699456,-2.405332798
3.9,-0.786834776,-0.916926811,-2.448576286
5,-1.297385949,-1.404269243,-2.704857754
5.9,-1.609705454,-1.148250267,-2.81337823
7,-1.830393669,-1.225942092,-2.8933409
8,-1.787674971,-1.38855816,-2.905616358
9,-1.550724474,-1.315134118,-3.012276485
10.1,-1.793507315,-1.48048231,-2.728586151
11,-2.148164927,-1.706959014,-2.28831607
12,-2.318646427,-1.743597951,-2.270193362
13,-2.191598301,-1.704101806,-2.262598913
14.1,-2.028303429,-2.00025682,-2.148917775
15,-2.199388305,-1.84456606,-2.301846541
16.1,-2.493590539,-2.009576341,-2.455288454
17,-2.35815804,-2.374122283,-2.588665563
18,-2.149215032,-2.415890913,-2.641412897
19.1,-2.297047845,-2.15854602,-2.767250777
20,-2.426536514,-1.775533956,-2.582625635
21,-2.498107808,-1.760179863,-2.474733422
22,-2.384529046,-1.891207856,-2.442922898
23,-2.53439923,-2.157262317,-2.543074541
23.9,-2.348985282,-2.11403277,-2.633716704
0.4927727,-0.184162845,-0.012225506,-0.279891729
1,-0.067903787,-0.020264315,-0.525611787
2.1,-0.625134654,-1.203816821,-1.113150243
3,-0.60703531,-1.06954646,-1.064498967
3.9,-0.277346753,-0.846457234,-0.866093066
5,-0.621218018,-0.780706917,-0.995086734
6,-0.617059371,-0.892470382,-1.293862912
7,-0.53368292,-1.075407178,-1.146108493
8,-0.664976446,-1.021278707,-1.562037291
9,0.082218596,-1.094177866,-0.610514644
10.1,-1.130544362,-0.677431484,-1.012727535
11,-1.340231162,-0.751654346,-1.024608128
12,-0.724861266,-0.86283355,-1.239759337
12.9,-1.009648021,-1.064471852,-1.217511846
14.1,-1.172667559,-1.128606798,-1.199103717
15,-1.262770997,-1.122563938,-1.505124518
16,-1.385915616,-1.152357753,-1.351205518
17,-1.470044678,-1.461343174,-1.496582331
18.1,-1.368371738,-1.367678186,-1.342471446
19.1,-1.463361158,-1.212005537,-1.326065608
20,-1.573241087,-1.449500579,-1.288714641
21,-1.584901742,-1.548265165,-1.394849747
22.1,-1.769863394,-1.380148165,-1.374697243
23,-1.432226381,-1.528361406,-1.466595308
23.9,-1.232149299,-1.661401443,-1.558788793
0.4270696,0.120284366,0.868483382,0.455209008
1,0.686452553,0.659522488,0.390978386
1.9,0.194985959,0.133269982,-0.493817674
2.9,-0.255350653,-0.527185995,-1.032220502
4,-0.468922182,-0.942066817,-1.400436149
5,-0.582937067,-1.187716144,-1.677592996
5.9,-0.952405461,-0.756712452,-1.633376339
7,-1.109320089,-1.189648148,-2.025255725
8,-1.011943786,-0.9868292,-2.092697502
9.1,-1.380803303,-0.936359879,-1.624749906
10,-1.228273961,-0.4716571,-1.746464168
11,-0.835517208,-0.868573972,-1.691940547
12.1,-1.184123497,-1.135017064,-1.69827344
13,-1.387034226,-1.140728032,-1.740982637
14,-1.646448276,-1.303927711,-1.915631012
15,-1.420136848,-1.140632088,-1.924867848
16,-1.564343012,-0.977954953,-1.761847902
17.1,-1.752282236,-1.21781413,-1.901851242
18.1,-1.602331867,-0.63976992,-1.946829522
19,-1.655397143,-0.552866338,-1.830653817
20,-1.495054756,-0.72633403,-1.937653185
21.1,-1.73391459,-0.871034614,-1.896073486
22.1,-1.555341593,-0.484982178,-2.001239458
22.9,-1.598759237,-0.530095239,-2.000314516
24,-1.441028128,-0.449712843,-1.946491577
0.0985545,-1.685018921,-1.812945455,-1.502206628
0.9,-1.120247794,-1.414253591,-1.860723046
1.9,-1.171684838,-1.514812627,-1.45714761
3,-1.234711223,-1.467775862,-1.19581245
4,-1.065608768,-1.465905893,-1.49251196
5,-1.561994614,-1.327355201,-1.7327951
6,-1.190944893,-1.361147373,-1.907977614
7,-1.720851384,-1.844523401,-2.375024474
8,-1.195505522,-1.591012833,-2.755023372
9.1,-0.965356876,-1.441304282,-1.76231966
10,-1.242646658,-1.701544469,-2.025805926
11,-1.403864377,-1.873377699,-1.903805264
12,-1.152462163,-1.592737475,-2.343795792
13,-1.023928269,-1.668020935,-2.324042873
14,-1.431205902,-1.922996929,-2.497456418
15.1,-1.311566907,-1.746580992,-2.092959269
16,-1.612317079,-1.886648287,-1.937489465
17,-1.820857173,-1.867454492,-1.931782931
18,-1.460992725,-1.733152659,-1.989927118
19,-1.601679422,-1.770601523,-2.108777094
20,-1.729599225,-2.124157715,-2.222064732
21,-1.691828234,-1.923921246,-2.190934244
21.9,-1.621318497,-2.073689046,-2.288385215
23,-1.572883541,-1.815510828,-2.321429783
24,-1.164170499,-1.667452859,-2.357132841
0.3285151,-1.700272473,-1.545542646,-1.638464608
0.9,-1.229930029,-1.243357249,-1.792108176
1.9,-1.759383713,-1.128590682,-2.456120111
3,-2.000028649,-1.131343137,-2.488021521
4,-2.034022572,-1.302185819,-2.435041633
5,-2.269469632,-1.314920726,-2.776977982
6,-2.122221682,-1.572181802,-3.062820675
7,-2.217735142,-1.505485519,-2.886637003
8.1,-2.24442751,-1.595200214,-3.278962334
9.1,-1.825750071,-1.711188882,-3.13555342
10.1,-2.076785901,-1.683882218,-2.623642248
11.1,-2.513849849,-1.631135917,-2.812175929
12.1,-2.459424537,-1.917457748,-2.949882869
13,-2.416541252,-1.897815513,-3.133397436
14.1,-2.507083098,-2.278104126,-3.305243805
15,-2.778247282,-2.11178118,-3.368830418
16.1,-2.951040932,-2.283099992,-3.525162967
17.1,-2.972669246,-2.138553767,-3.344747051
18,-2.87788538,-2.411380978,-3.446746196
19.1,-2.907774664,-2.360879401,-3.413661971
20,-2.853633025,-2.10017354,-3.28606654
21.2,-2.97589557,-2.345468833,-3.393161261
22.1,-2.761999966,-2.577698377,-3.401708126
23.1,-2.941416245,-2.53033858,-3.268239026
23.9,-3.070468535,-2.734504295,-3.339610369
0.2956636,-2.947554129,-2.008432801,-2.538969808
1,-1.205256496,-1.951393901,-2.286712458
1.9,-0.827158506,-1.884477582,-2.614401214
3.1,-1.66840822,-1.650911077,-2.921526292
4,-1.404402613,-1.626180294,-3.364989092
5,-1.136231408,-1.601434855,-3.463713611
6.1,-1.698968046,-1.648845884,-3.414586692
7,-1.980002739,-1.681514322,-3.514015686
8,-1.824780519,-1.952580712,-2.852721663
9.3,-1.805359733,-1.6832154,-2.959611261
10,-1.590913816,-1.841919899,-2.834456936
11,-1.721373,-1.922486047,-2.938642728
12.1,-1.778474252,-2.364388484,-3.173699297
13,-1.670828097,-2.446231688,-3.350693139
14,-1.729428161,-2.649663504,-3.520524941
15,-2.101627622,-2.664619426,-3.472702806
16.2,-2.169966376,-2.622372332,-3.632144503
18.1,-2.331214666,-2.286482908,-3.658574868
19,-2.513893745,-2.466404303,-3.698126052
20,-2.227411574,-2.19820753,-2.943186538
21.1,-2.03544199,-2.466383783,-2.845735708
22,-2.119327346,-2.309601935,-2.941886172
23.1,-2.07067328,-2.092788952,-2.976807236
24,-1.620732918,-2.362728866,-2.999113421
0.2299606,-1.608736715,-2.060531049,-2.018245014
0.9,-1.993475017,-1.862831152,-2.031737526
1.9,-1.811519456,-1.660718043,-1.45714761
3,-1.224858767,-1.320532983,-1.78974429
3.9,-1.142423407,-0.868818513,-1.365365128
5,-1.697439417,-0.79881493,-1.110466893
5.9,-1.521369306,-1.044348909,-1.507688088
7,-1.202548673,-1.000747712,-1.843495242
8,-1.322398975,-0.812369331,-1.625575981
9,-1.491739417,-0.809477316,-1.358053083
10.4,-1.519003608,-0.973394325,-1.017046587
10.9,-1.467532728,-0.747438731,-0.934984625
12,-1.696681486,-0.977549629,-1.166156907
13,-1.40445758,-1.196937146,-1.370724769
14,-1.393928119,-0.98802522,-1.255158925
15.1,-1.129344096,-0.970376655,-1.072892088
16,-1.480793334,-1.046946265,-1.142409131
17,-1.423874721,-1.110810277,-1.129570128
18,-1.612160889,-0.925339086,-1.257481952
19,-1.263822265,-1.020357001,-1.169616347
20,-1.430911816,-0.966995715,-1.284606385
20.9,-1.337580124,-1.133173124,-1.315801454
21.9,-1.525088297,-1.109518687,-1.353822266
22.9,-1.722199899,-1.150500645,-1.456775693
0.5256242,0.529201982,-0.421259376,-0.707478302
1,0.379867231,-0.223927144,-0.838671342
1.9,-0.039669746,0.182378385,-1.539808582
3.1,-0.246832867,0.556948984,-0.911393987
4,-0.311884666,0.757883794,-1.358644435
5,-0.549847593,0.562965007,-1.519554646
6.1,-0.400325637,0.685650305,-1.360122906
7,-0.317564462,0.538546498,-1.374008372
8.1,-0.596173777,0.60927126,-1.446933202
9.1,-0.510740657,0.486845634,-1.01525749
10.1,-0.587610639,0.55242089,-0.929684873
11.1,-0.753236752,0.199133443,-0.826526606
12.1,-0.82390006,0.037701559,-0.826046269
13.1,-1.103969662,0.160573915,-1.022541733
14,-1.25824933,0.249910975,-1.188043356
15,-1.408659106,0.125013188,-1.213631438
16,-1.552311969,-0.184102593,-1.142409131
17.1,-1.142129757,-0.122721512,-1.287559834
18.1,-1.138708499,-0.219934561,-1.201762228
19,-1.196250834,-0.160607007,-1.241859481
20.1,-1.261426133,-0.455846061,-1.223953536
21.1,-1.426589107,-0.454965469,-1.337410366
22,-1.542674502,-0.528858802,-1.360652003
23.1,-1.472558525,-0.884556912,-1.469890064
24,-1.257083625,-0.911315612,-1.497153087
0.3613666,-1.79175584,-2.213669982,-2.152334466
1.1,-1.76272637,-2.197190896,-2.046616308
2,-0.46519058,-1.205694868,-1.776883963
3,-0.239784385,-0.453324937,-1.303773015
4,-0.709025706,-0.158871983,-1.735228439
5,-1.302666589,0.008638342,-1.722547912
6,-0.74320811,0.039069802,-1.89803127
7,-0.787110934,-0.186525171,-1.619977624
8.1,-1.228988566,-0.456505682,-1.260936761
9,-0.43301341,-0.380708115,-1.114834616
10,-0.754720697,-0.764268696,-1.411959582
11,-1.29102259,-1.163503343,-1.683875526
12,-1.136940807,-0.646162753,-1.754916127
12.9,-1.178096106,-1.048131045,-1.799603199
14,-1.013449485,-0.44105413,-1.904563245
15.1,-1.091082611,-0.697245538,-1.398976388
16.1,-1.383333797,-0.356097706,-1.538138541
17,-1.627366136,-0.432129909,-1.518929434
18,-1.569282486,-0.388696871,-1.256320812
19,-1.536058845,-0.46257923,-1.526665624
20,-1.495054756,-1.003218182,-1.638759477
21,-1.437154906,-0.743372036,-1.666218863
22,-1.222041882,-0.817912154,-1.769513932
23,-1.139619423,-0.943657646,-1.04425904
24,-1.13088588,-0.489399558,-1.437689424
0.3285151,-1.55195096,-1.274426009,0.136634749
1,-1.154123473,-1.063781731,-0.668313564
1.9,-1.517751882,-1.136060958,-0.839393462
3,-1.234711223,-0.917449635,-1.35708183
4.1,-1.495952813,-0.680049387,-1.6188225
5.1,-0.737459947,-0.515942903,-1.558984804
5.9,-1.035520493,-0.144550756,-1.661298693
7.1,-1.458957348,0.145587646,-1.415957741
8.1,-0.807089285,0.14065308,-1.672558215
9.1,-1.172000612,0.066115073,-1.01525749
10.1,-0.645141223,-0.295895457,-1.30969331
11,-0.745242781,-0.375874675,-1.246304801
12.1,-1.134030416,-1.890155643,-1.782373768
13.1,-1.17991433,-0.637720005,-1.755441485
14,-1.109211802,-0.352443252,-1.918922074
15,-1.080410861,-0.348090259,-1.796617597
16,-1.015922208,-0.01599554,-1.287790797
17.1,-0.966924235,0.199074438,-1.142531693
18.1,-0.966843536,0.566082263,-1.274131385
19.1,-1.115820808,0.252915425,-0.960998475
20.1,-1.095771601,-0.129455146,-0.791282752
21,-1.007365774,0.320973623,-0.678753243
22,-0.847342216,0.935227463,-0.717542551
23,-0.626996795,0.955133622,-0.670494901
24,-0.465315016,1.007461448,-0.702144619
0.2628121,-0.940436486,-1.587151501,-1.04135378
1,-1.402761184,-2.383930186,-1.17236531
1.9,-1.659159627,-2.149329457,-1.261675149
3,-1.37664358,-2.803464466,-2.166941197
4.1,-1.865500784,-3.451278906,-2.986408655
5.1,-2.371977168,-3.829073163,-2.738248435
5.9,-2.542007625,-3.830614958,-2.944864341
7,-2.355974949,-3.962256931,-3.211032913
8.1,-3.013717959,-4.575232731,-2.87789546
9.3,-2.822046419,-3.805537852,-2.720712627
10.1,-2.879619536,-3.785382534,-2.317934203
11.1,-3.012285929,-3.729269994,-2.491176342
12,-2.794309784,-2.943220687,-2.229051929
13.1,-2.266235064,-2.689823692,-1.901848661
14.1,-2.426446159,-2.451426347,-1.536788051
15.1,-2.470902361,-2.75067832,-1.551886694
16,-2.624129268,-3.151744721,-1.600344573
17,-2.638080926,-2.655399834,-1.135838553
18,-2.348358898,-2.546412282,-1.256320812
19.1,-2.700106588,-2.781333171,-1.316684337
20.1,-2.659128981,-2.908513609,-1.275494996
20.9,-2.498228034,-2.793877118,-1.287395489
22.1,-2.761999966,-3.138461231,-1.402532657
23,-2.225014587,-3.131271308,-1.419383787
23.9,-2.284294416,-2.804001698,-1.429246257
0.3285151,0.033559982,-1.629028732,-2.974592939
1,-0.516565174,-2.288983798,-3.455744394
1.9,-0.925594601,-2.677188383,-3.854315791
3,-0.654560191,-2.800652364,-3.643149002
3.9,-0.818476074,-2.81294772,-4.05433723
5,-0.8847706,-2.735493393,-4.299898951
5.9,-0.858848197,-2.739411254,-3.888652465
7,-0.922696145,-2.98566562,-4.336706802
8,-0.664976446,-3.054580092,-4.497490206
9,-0.870440201,-3.392566334,-3.974437621
10,-1.283181844,-3.436335212,-4.25417016
11,-1.30056527,-3.629688361,-4.497856018
12.1,-1.196665088,-3.846621684,-4.645286851
13,-1.100034131,-4.087157079,-4.304011243
14,-1.519065004,-3.87680393,-4.403909716
15,-1.299243024,-3.655789357,-4.492928586
16,-1.111319651,-3.319507209,-4.554736022
17.1,-1.317335279,-3.277821875,-4.623207072
18,-1.439866255,-3.367230996,-4.514644668
19,-1.490281928,-3.360946014,-4.489359085
20,-1.497286796,-3.531111873,-4.529654511
21,-1.477433505,-3.647446607,-4.415334234
22,-1.53390222,-3.720756496,-4.376307234
23,-1.432226381,-3.784142097,-4.40897188
23.9,-1.542381516,-4.09024686,-4.425263221
0.5584757,-0.98999698,-2.360705606,-2.276666429
1,-1.266763247,-2.11586801,-2.349724428
1.9,-1.111710613,-0.554679962,-2.159609705
3,-0.397348841,-2.301966613,-2.082298363
4,-0.832250911,-2.014496707,-2.602588448
5,-0.393410263,-1.75651151,-2.340476724
5.9,-0.06409837,-1.910239943,-2.698960341
7,-0.120452543,-1.936649127,-2.82125645
8,-0.146130724,-1.803308567,-2.439906416
8.9,-0.304820622,-1.937894354,-2.765171681
10,-0.316719016,-1.935658807,-2.675458089
10.9,-0.801576036,-2.13601776,-2.616449763
12,-0.747755353,-2.267643738,-2.780740319
13,-0.450520919,-2.15876168,-2.502385587
14,-0.609443312,-2.213666049,-2.59690791
15,-0.472536638,-2.279342286,-2.307393255
16.2,-0.520754021,-2.083455598,-2.321512229
17,-0.656994211,-2.042788173,-2.192112922
18.1,-0.861916976,-2.044968607,-2.172950881
19,-0.447118788,-2.252406423,-1.901933709
20.2,-0.376213527,-2.031058774,-2.029199782
21,-0.542242903,-2.158241782,-2.115835783
21.9,-0.511624058,-2.538973971,-2.130987578
22.9,-0.528684031,-2.237226644,-2.14788475
24,-0.378858377,-2.313739892,-2.171991187
0.1642576,0.16397692,0.078518792,-0.307595738
0.9,0.898413361,-0.329484721,-0.688582747
2.1,-0.527158845,-0.720376288,-0.701360422
3,0.066985224,-1.333864728,-1.254847287
3.9,-0.911032455,-1.511607927,-1.998064446
5,-1.136231408,-1.630468333,-2.686050025
6,-0.772354225,-1.388687339,-2.385265145
7.1,-0.768898297,-1.558545432,-2.478419333
8,-1.195505522,-1.591012833,-2.529133894
9,-1.095396038,-1.399334519,-2.115520976
10.1,-1.251895147,-2.077457522,-2.052107749
11,-1.086355754,-1.959538901,-2.273390073
12,-1.376187908,-1.816610768,-2.504129163
13,-1.507744863,-1.502273968,-2.335902837
14,-1.481805622,-2.223169737,-2.13818569
15.1,-1.688486316,-2.043801199,-1.95210512
16,-1.64810261,-1.681171689,-2.082892052
17,-1.680532175,-1.512072648,-2.221916665
18,-1.622612033,-1.346628648,-2.275495787
19.1,-1.611669156,-1.16364424,-2.401438468
20,-1.563661776,-1.28428068,-2.222064732
21,-1.519672738,-1.557753261,-2.258756687
22,-1.478601964,-1.542634216,-2.295017648
23,-1.589679645,-1.402279243,-2.256013413
23.9,-1.511358295,-1.393438336,-2.2754074
0.3285151,0.973853907,0.934833768,-0.387091435
1,0.50064808,0.249556881,0.283776304
2,0.080786007,-0.386269621,-0.541320352
3.1,0.450087194,-0.540167894,-0.914553004
4,-0.468922182,-0.859656732,-1.400436149
5,-0.516873698,-0.913545453,-1.285938617
6,-0.091693687,-0.925915979,-1.115728876
7.1,-0.717056779,-0.788654488,-0.662822268
8,-0.826019327,-0.948977541,-0.191440788
9,-0.585997358,-0.963440117,-0.568896646
10,-1.14077448,-0.988753037,-0.325804595
11.1,-1.571306106,-1.483148857,-0.619751426
12,-1.573737963,-1.185072779,-0.75012653
13.1,-1.854633861,-1.147339706,-0.896397966
14.1,-1.45880288,-0.955148064,-0.998562386
15,-1.249137244,-1.144526389,-0.848568232
16.1,-1.267424921,-1.012387003,-0.777248835
17,-1.249023278,-0.818543456,-0.9130239
18,-1.220875515,-1.048471241,-0.661406373
19.1,-1.448302457,-0.748002571,-0.783836938
19.9,-1.154690661,-0.707606303,-1.033716462
21.1,-1.247416318,-0.761621036,-0.929220292
22,-1.110505886,-0.987913738,-0.951641856
23,-0.990415449,-0.782471997,-1.050559396
24,-0.91723218,-0.688264847,-1.064861815
0.4270696,-0.864694753,-1.183418329,-1.333038297
1,-0.875575919,-1.014192794,-1.320882037
2,-0.972012116,-0.512145732,-1.202956957
3,-1.139557769,-0.176177619,-1.840889969
4,-1.188743005,-0.247892981,-1.832369831
5,-1.316657197,-0.174305983,-1.752853722
6.1,-0.400325637,-0.363327265,-1.896690779
7,-0.57554218,-0.28682187,-1.705927127
8,-0.984016433,-0.629883573,-1.474982996
9.1,-0.694087859,-0.516780863,-1.772212832
10,-0.918365171,-0.643317101,-1.728690694
11,-0.626245104,-0.710039462,-1.76359704
12.1,-0.84757959,-0.689546263,-1.775691122
13.1,-0.800190991,-0.436201164,-1.608861534
14.1,-0.938969361,-0.423037228,-1.575796965
15.1,-0.582675662,-0.38088536,-1.218615971
16.1,-0.254234377,0.544258719,-1.369682681
17.1,-0.41802353,-0.194663005,-1.364842194
18.1,-0.496826332,-0.518880093,-1.278098946
19.1,-0.778327369,-0.737664802,-1.322248935
20,-0.568037078,-0.809591509,-1.428830746
21.1,-0.505523974,-0.905631231,-1.477870437
22,-0.357332545,-0.99894189,-1.504400564
23,-0.172600268,-1.114325248,-1.610125872
24,-0.11115507,-1.34747615,-1.640483046
0.4270696,-1.654081965,-0.852568095,-2.290868415
1,-0.670426922,-0.877174325,-2.089432486
