agemonths,haz,waz,hcaz
4.9,-2.023978786,-2.100648523,-2.566566543
5.9,-2.097217365,-2.334608003,-3.091140956
7,-1.895175593,-2.018268189,-2.075647228
7.9,-2.035880331,-2.321701131,-1.999622362
8.9,-1.624597073,-2.067796059,-1.957834421
10,-2.024925574,-2.270528368,-2.280614806
10.9,-1.87590193,-2.44411699,-2.538056613
11.9,-2.217199687,-2.700376744,-2.682254074
12.9,-2.25104338,-2.602565448,-2.883188626
13.9,-2.616739574,-2.150631609,-2.746276719
15,-2.829673408,-2.084727765,-2.914514333
16,-2.790310106,-2.172966349,-2.670531082
16.9,-2.833143189,-2.341298072,-2.410977607
17.9,-3.043244431,-2.551876455,-2.383385587
18.9,-3.150628113,-2.578146482,-2.645173552
20,-2.90730443,-2.834778659,-2.756163658
21,-2.933792453,-2.793002451,-2.633264053
22,-3.078763912,-2.654719869,-2.726851111
23.1,-2.900233059,-2.866241447,-2.675437923
24,-2.504153494,-2.817002098,-2.759432599
0.4599212,1.545185733,1.28131706,0.62910874
1.1,1.533038766,1.200564827,0.572268411
1.9,1.497899073,1.110767604,0.274039801
3.1,0.645564803,0.702112486,-0.491736081
3.9,1.511195656,0.932273283,-0.06124516
4.9,-0.127535791,0.837332786,-0.411529239
6,0.658718657,0.410883577,-0.668736406
7,0.362741253,0.449421428,-0.778063589
7.9,0.642730367,0.551510728,0.170211404
9,0.567669399,0.362482614,0.010827851
9.9,0.92874969,0.184061782,0.098343062
10.9,0.444642001,-0.204872257,-0.186262124
11.9,-0.278498622,0.103249305,-0.424005616
13,-0.368053242,0.101359572,-1.032078318
13.9,-0.675988024,0.017972811,-1.206927083
15,-0.247463228,0.348821599,-0.613829508
16,-0.081759534,0.352390216,-0.767792908
17,-0.366386456,0.145398658,-0.908595095
17.9,-0.630121964,-0.013017384,-0.799790785
18.9,-0.133759938,0.624317422,-0.618278164
20,-0.439662188,0.500658922,-0.745736344
20.9,-0.26776064,0.534944533,-0.692171313
21.9,-0.341025839,0.281919965,-0.797221578
23.1,-0.332533736,0.510792285,-0.832138908
24,-0.262487244,0.6398438,-0.917923521
0.4599212,-2.055860029,-1.693698302,-2.555979121
1,-1.593597408,-1.627600825,-2.943377428
2,-1.266620759,-1.526402005,-2.523074332
3,-0.369410903,-1.530269681,-2.837320866
3.9,-0.925786055,-1.308512255,-2.76507293
5,-0.613880994,-1.229835763,-3.055242539
6,-0.749494492,-1.084297811,-2.829149667
6.9,-1.118242156,-1.406593212,-2.879977759
8,-1.134143986,-1.403324122,-2.516846365
8.9,-1.249004902,-1.618506398,-2.084960334
9.9,-1.330838763,-1.796398677,-2.008511033
10.9,-1.666089449,-1.841322273,-2.265818347
11.9,-1.137453502,-1.736606117,-2.48433004
12.9,-2.037608976,-1.903525381,-3.343849908
13.9,-2.164392337,-2.00914402,-3.369185306
15,-1.639344944,-1.961759175,-3.024916994
16,-1.934386854,-1.886648287,-2.809904984
17,-2.125999882,-1.991574546,-2.943150066
17.9,-2.187263622,-1.746967907,-3.063202921
19.2,-2.315957655,-2.19153592,-3.20793883
19.9,-2.374597751,-1.834904512,-3.224725183
20.9,-2.317013946,-1.887860313,-3.043992494
22,-2.448578498,-1.717392223,-3.161831375
23,-2.329592938,-1.940242598,-2.752108448
24.1,-2.101043165,-1.875881201,-2.861805317
0.4927727,-1.023651599,-1.487445631,-0.192725199
1.1,-1.581654723,-1.407391428,-0.185188476
2,-1.168417878,-1.526402005,-1.037942286
3,-0.996827588,-1.884768372,-2.002159349
3.9,-1.373814358,-1.758706836,-1.207190299
5.1,-1.368152633,-1.592728584,-1.170520535
5.9,-0.814680123,-1.859993318,-1.507688088
6.9,-1.161497693,-1.806743156,-0.751952814
8,-0.960859686,-1.982715985,-0.658821009
9,-1.07753994,-2.208543217,-0.909530019
10,-1.388115298,-1.917364188,-0.976965956
11,-1.498894731,-2.40096509,-1.246304801
12,-1.618935868,-2.055312113,-1.386964198
12.9,-1.972486174,-2.300215093,-1.571899628
14,-1.941419229,-2.205856873,-1.632060695
14.9,-1.809964392,-1.910262524,-1.198059
16.1,-1.515868918,-1.988503767,-1.229372208
17,-1.65683667,-1.724799545,-1.138188977
18,-1.416001982,-1.873481426,-1.261944166
19,-1.601679422,-2.072325426,-1.38634575
20,-1.563661776,-2.327046232,-1.356718565
21,-1.673193526,-2.065133681,-1.463330066
22.1,-1.912688079,-1.857359087,-1.511706582
23,-2.502908577,-2.895173137,-2.327778695
24,-1.674489164,-1.804766468,-1.347037115
0.4927727,-0.184162845,-0.308322129,-1.151557032
1,-1.285873913,-0.838423083,-3.114166417
1.9,-1.369918907,-0.930409255,-1.253091571
3,-1.044404315,-0.947923497,-1.19581245
3.9,-0.957310645,-0.925175746,-3.026200838
5,-1.587295881,-1.164591349,-1.208489212
5.9,-1.34469701,-1.633938833,-0.739635063
6.9,-1.723819681,-2.057334501,-1.663963505
8,-2.10212361,-2.036918887,-1.562037291
8.9,-2.385908884,-2.40501251,-1.721201468
9.9,-2.6295348,-2.924174656,-1.785549586
11,-2.847535062,-2.142577342,-1.837495932
11.9,-3.121044838,-2.715544013,-1.895382007
13,-3.217378458,-2.678522572,-1.82277537
14,-3.108706112,-2.649663504,-1.985922156
15,-2.831068166,-2.727426846,-2.088110677
16.1,-2.647280634,-2.265763306,-1.878372131
17,-2.884149067,-2.777921401,-1.86342727
18,-2.99051796,-2.671215459,-1.908914496
18.9,-2.857307405,-2.724562263,-1.952996881
20.1,-2.908523152,-2.660173164,-2.085710409
21,-2.824252832,-2.636548304,-1.970787707
21.9,-2.744004172,-2.510355473,-2.072716842
23,-2.865595427,-2.829003655,-1.962530896
24,-2.728640985,-2.521367993,-2.063584334
0.0328515,-1.509466995,-1.743508297,-1.86928207
0.9,-2.259979047,-1.760569204,-2.391590027
1.9,-1.057815113,-2.040416735,-3.906517564
3,-1.804445953,-2.351612631,-3.249324132
3.9,-2.109801449,-2.166741683,-3.134420571
5,-2.079999801,-2.287499653,-3.605333185
6,-2.05255664,-2.380292217,-3.654454299
6.9,-2.175141083,-2.77839268,-3.262956068
8,-2.432428871,-2.431048018,-3.174701275
9,-2.643786304,-2.62220449,-3.492300277
10.1,-2.557756171,-3.028515465,-3.412683855
11,-2.996590255,-2.954455481,-3.658438886
12,-2.920575834,-2.879135018,-3.785815507
13,-3.281327154,-3.606670604,-3.984317591
14,-3.058254377,-2.681350644,-3.838183211
14.9,-3.398430067,-2.374152859,-3.823212112
16,-2.933907248,-2.635011127,-3.655581611
17,-2.762394711,-2.638369744,-3.412384225
18,-3.053237556,-2.777437819,-3.367530916
19,-3.160055348,-2.898731207,-3.099159292
20,-2.90730443,-2.506601109,-3.204551227
21,-3.011092851,-2.620543611,-3.082785976
22.1,-2.727977227,-2.428058723,-3.179577518
23,-2.258382132,-2.385097024,-3.042211109
24,-2.390408284,-2.25809411,-2.828121339
0.4599212,-2.273445855,-2.28041169,-2.023914105
1,-2.875898725,-2.146554454,-1.984489962
1.9,-2.363242352,-2.234239144,-2.756823309
3,-2.544605973,-2.855317156,-3.131458973
4,-2.562802103,-2.600060535,-3.021455485
4.9,-2.308445236,-2.694142255,-2.898110744
6,-2.869565072,-2.854727795,-3.226638538
6.9,-3.118097754,-3.041793756,-2.790812204
8,-2.826764062,-2.914410737,-2.494366888
9,-3.080740558,-2.99629149,-2.796743652
10.1,-2.907552732,-3.069400677,-2.386929766
10.9,-3.208066039,-2.958386711,-2.538056613
12,-3.481240419,-2.646296876,-2.625096061
13,-3.460591124,-2.855452421,-2.811923959
14.1,-3.152178618,-3.06572897,-2.767018141
15.1,-3.247879873,-3.117042534,-2.540902658
16,-3.51474096,-3.139675341,-2.589903147
17,-3.708251857,-3.395172138,-2.503525925
18,-3.814147737,-3.244724963,-2.621352314
19,-3.89542897,-3.428255526,-2.727523496
20,-3.989619301,-2.953084272,-2.688341788
21,-4.047569232,-3.147269189,-2.782040236
22.1,-3.88475035,-3.181453272,-2.809359839
23.1,-3.367087482,-2.968898457,-2.454242041
23.9,-3.791128144,-3.015897757,-2.604854941
0.2956636,-1.46520059,-1.443820952,-1.590821115
0.9,-0.709317336,-1.393473186,-0.920143408
1.9,-1.517751882,-1.785113006,-1.749529302
3,-1.900785404,-2.040240663,-1.840889969
3.9,-1.805810822,-2.354550237,-2.448576286
5,-1.812828118,-2.39336578,-2.297218232
5.9,-2.383083606,-2.903137094,-2.258791332
6.9,-2.675441506,-3.118085202,-2.803976868
8,-2.440275884,-3.291610466,-2.540521596
9,-2.610078005,-3.067211904,-2.554114586
10,-2.888824334,-2.990822262,-2.685857657
11,-2.991407493,-3.024782631,-2.642974881
12,-3.134975411,-3.010818563,-2.859012805
12.9,-3.091316467,-2.970834548,-3.044769449
14,-2.959594982,-3.083489497,-2.78976171
14.9,-2.687026769,-2.822389765,-2.94726304
15.9,-2.700217494,-2.977803961,-2.800114281
17,-2.873294657,-2.895046518,-2.584583832
18,-2.852682252,-3.186699322,-2.705109826
18.9,-3.094223315,-3.504186407,-2.820224625
20,-3.114913634,-3.322405588,-2.93969907
21,-3.313470368,-3.301833908,-2.834694647
22.1,-3.224874737,-3.185056128,-2.661839979
23,-3.164212287,-3.19074439,-2.758370388
24,-3.100694569,-3.522835139,-2.780131552
0.4927727,-0.131694798,-0.188710155,-0.192725199
1,-0.516565174,-0.42322768,-0.296148106
1.9,-0.138105841,-0.98925433,-1.622469553
2.9,-0.625002411,-1.150384845,-0.923705824
4,-0.372785244,-1.405894642,-1.097563042
5,-1.046018513,-1.957099086,-1.752853722
5.9,-1.233778756,-2.287919819,-1.644216947
6.9,-1.723819681,-2.614958764,-1.663963505
8,-1.684391114,-2.84895149,-1.763840631
8.9,-1.871101911,-3.247931561,-1.86062632
10,-2.037070557,-3.064315769,-2.017160904
10.9,-2.40611978,-3.271555467,-2.10971005
12,-2.734868249,-3.593035942,-2.136275186
12.9,-3.103642559,-3.41353675,-2.317341878
13.9,-2.985142327,-3.53816751,-2.345938798
15,-2.953946729,-3.251322794,-2.441940941
15.9,-3.022759898,-3.387598517,-2.291227297
17,-3.129611546,-3.858554107,-2.443617905
17.9,-3.246608591,-3.420470025,-2.335325171
18.9,-3.263448965,-3.636214998,-2.097534838
20,-3.280960887,-3.603103379,-2.218495206
21,-3.476542879,-3.240877772,-2.330748932
22,-3.496886917,-2.964717218,-2.438766209
23,-3.479118815,-3.296049972,-2.543074541
23.9,-3.527867709,-2.921244881,-2.633716704
0.4599212,0.342055232,0.18122377,-0.312286463
1,2.19828337,0.347615245,0.283776304
1.9,0.194985959,-0.145165434,-0.493817674
3,0.738129095,-0.164355821,-0.034935331
3.9,0.116393809,-0.386714271,-0.312593287
5,0.317315252,-0.111948374,-0.186104607
6,0.913860839,-0.231200619,0.704990173
7.9,0.234128735,-0.493379129,-0.713794945
9,0.032426782,-0.720511863,-0.148405246
10,0.208883002,-0.656543734,-0.148461075
11,0.305886553,-0.86551389,-0.211589547
12.1,-0.133325278,-0.647226122,-0.297763891
13,0.260177016,-0.342771909,-0.503280593
14.1,-0.208930311,-0.4037231,-0.537226102
14.9,0.162082442,-0.250096063,-0.30240658
16,-0.145905429,-0.143999244,-0.458546219
17,-0.290663307,-0.157456504,-0.529855997
18,-0.567612814,-0.440338598,-0.653117926
19,-0.799067318,-0.356260235,-0.697175729
19.9,-0.941201694,-0.348692286,-0.809499168
21,-0.800597615,-0.958429949,-0.844463956
22.1,-0.720635632,-0.675641286,-0.958271441
22.9,-0.629003582,-0.624588151,-0.598397297
23.9,-0.744703434,-0.399601059,-0.69449083
0.3613666,-0.00279706,-1.295141535,-2.198797703
1,-1.337161162,-1.193632657,-2.089432486
1.9,-1.517751882,-0.533560217,-1.335831193
3.1,-1.204927685,-0.164878127,-1.7669614
3.9,-1.296322799,0.241254925,-1.657334676
5,-1.245956741,0.265772551,-1.888377151
6,-1.037010156,0.230350128,-0.773547649
6.9,-1.248008768,0.06415808,-1.283959051
7.9,-1.369147609,0.219705876,-1.149449033
9,-1.526900088,-0.175965565,-1.453023797
10,-0.975539085,-0.014478089,-1.589349631
10.9,-1.332988292,0.039696766,-1.592207497
12.1,-1.545750587,-0.222823732,-1.775691122
13,-1.760321917,-0.348112906,-1.963383796
14,-1.643575601,-0.42293805,-2.070511675
15,-1.943891638,-0.689901552,-2.156077017
15.9,-1.792320493,-0.456896626,-1.632311775
17,-1.762034875,-0.516803136,-1.645855782
18,-1.991209083,-0.798390736,-1.619388921
18.9,-1.977334027,-1.003902282,-1.736189945
20,-1.93806215,-0.937039176,-1.793612077
21,-2.032086898,-0.9019174,-1.895330676
21.9,-2.0062393,-1.541509268,-1.928937927
22.9,-2.25853386,-1.254529211,-2.031072522
24,-2.449600797,-1.381067328,-2.135239055
0.4270696,-0.759443124,-1.093963899,-1.420113763
1.1,0.060946396,-1.405899137,-2.000890855
2,-0.727803165,-1.150685841,-2.403678775
2.9,-0.386924394,-0.722419771,-1.488515464
4,-0.511349949,-0.382829365,-1.334532393
5,-0.03520581,-0.300545807,-1.150520463
5.9,0.313362388,-0.640581684,-0.64553357
7,-0.554670284,-0.365134946,-1.00823502
8,-0.499243453,-0.268008068,-0.86023375
8.9,-0.212176553,-0.212913144,-0.589400235
10,-0.698600336,-0.224611661,-0.456868481
10.9,-1.149841973,-0.400989721,-0.713179005
12,-0.211604758,-0.282175197,-0.95914246
13,-0.405980991,-0.197452369,-1.089736132
13.9,-0.336358269,-0.177688195,-1.030336145
15,-0.569802481,-0.026106546,-0.849265088
16,-0.073539265,-0.238219032,-0.4834636
17,-0.148008327,-0.309775002,-0.39969428
17.9,-0.394650642,-0.400705861,-0.819098217
19,-0.67887616,-0.333080782,-0.587767541
19.9,-0.370873468,-0.556219381,-0.696480839
21,-0.551057467,-0.626183637,-0.822770481
22,-0.668377457,-0.628056534,-0.782217656
22.9,-0.681081033,-0.606354357,-0.523543347
24,-0.589332877,-0.686184895,-0.630489897
0.2956636,-1.835788975,-2.084886353,-3.573313836
1,-1.850033654,-2.427779618,-2.516404957
1.9,-1.466993123,-2.431293682,-3.027706073
3,-1.594590145,-2.421372209,-2.703955594
3.9,-1.481591171,-2.50834011,-3.002445413
5,-1.923180755,-2.769069892,-3.366406642
6,-1.786868627,-2.547333259,-2.92250431
7,-1.916841052,-2.299335961,-3.12124078
8,-2.065331434,-2.016323981,-2.893349232
9,-1.592117969,-2.1636791,-3.012276485
10,-1.891209632,-2.169903329,-3.288545658
10.9,-2.182336925,-1.902533776,-3.448781655
12.1,-2.011197918,-1.930924693,-3.688754941
12.9,-2.253045023,-2.003057716,-3.778130749
14,-1.990372638,-1.957600611,-3.520524941
15,-2.016890686,-2.175104079,-3.468002726
16,-2.184885568,-2.627406112,-3.17341145
17,-2.46667663,-2.495784869,-3.30181285
18,-2.724532304,-2.559882913,-3.361443953
19.1,-2.803288003,-2.343935947,-3.417501606
20,-2.634538725,-2.541783837,-3.452560795
21.1,-2.808361404,-2.873950039,-3.56238176
22,-2.719991711,-2.959405329,-3.513725735
23.1,-2.385470519,-2.713693921,-3.55087092
24,-2.418596331,-2.604723572,-3.49667877
0.5584757,-2.501840709,-3.054717608,-2.191045278
1,-2.860176135,-3.497957596,-2.178430502
2,-2.866432414,-3.107351345,-2.459185571
3,-1.315489213,-3.014374684,-2.149664805
4,-2.322447771,-2.71480283,-1.764854374
4.9,-1.976567712,-2.600531708,-2.152136292
6,-1.655132064,-2.644208393,-2.571367086
7,-1.686565914,-2.599397421,-2.415798652
8,-1.934008187,-2.817867919,-2.452247826
9,-2.305214688,-2.604532968,-2.308703342
10,-2.287726583,-2.526167474,-2.280614806
10.9,-2.376186818,-2.754811261,-2.373291054
12,-2.261685543,-2.473442788,-2.547273932
12.9,-2.292310583,-2.386449329,-2.728390708
13.9,-2.400906709,-2.680417225,-2.740803413
14.9,-2.567643815,-2.58065953,-2.675123352
15.9,-2.173939406,-2.487348851,-2.429379603
17,-2.123463781,-2.314128735,-2.415217053
17.9,-2.152245366,-2.562759604,-2.307976311
18.9,-2.24193288,-2.621035025,-2.419962953
19.9,-2.354938042,-2.496609548,-2.525026235
21,-2.333041825,-2.528933764,-2.406770632
21.9,-2.149366956,-2.498895766,-2.353281911
23,-2.149943508,-2.635589588,-2.449070347
23.9,-2.218779906,-2.423706737,-2.531379398
0.5256242,-1.408499486,-0.897906246,-0.620457601
0.9,-1.222980409,-1.14797654,-0.663621688
1.9,-1.811519456,-0.430777344,-0.299894005
3,-1.937731988,-1.352453024,-1.950909917
4,-2.127938172,-0.969563477,-2.361399579
5.1,-2.224092707,-1.049326943,-2.335913342
6,-1.235089933,-0.994182656,-2.291799303
6.9,-1.723819681,-0.891803033,-0.751952814
7.9,-1.623281736,-1.074548231,-0.998790532
9,-1.592117969,-0.930797242,-0.994576589
10,-1.623522535,-0.920671418,-1.292219395
11,-1.712214625,-0.959992042,-1.32786313
12.1,-1.97241064,-0.945781739,-1.554952989
13,-1.861092752,-0.916732154,-1.370724769
14.3,-1.388200044,-0.819619952,-1.827418119
15,-1.627491269,-0.925271584,-0.776391818
16,-1.755459201,-0.954338951,-1.137775239
17,-1.98557485,-1.496118498,-1.129570128
18,-2.094585864,-1.39960892,-1.257481952
19,-1.929793386,-1.369796074,-1.382536189
20,-2.061474125,-1.228795709,-1.356718565
21.1,-2.189485441,-1.216924349,-1.474359628
22,-1.968207613,-1.047097991,-1.508341877
23.1,-1.91327466,-1.076764598,-1.613405985
23.9,-2.13182273,-1.446164927,-1.558788793
0.3285151,-1.921903513,-1.53304602,-0.727595164
1,-2.311618897,-1.501333577,-0.893909566
1.9,-1.516211171,-1.460748418,-0.878520808
3.1,-1.774162448,-1.096580102,-0.64058586
3.9,-1.373814358,-1.169202426,-1.049015469
5.1,-1.142905245,-1.157770802,-0.782056266
6,-1.058509773,-1.045547735,-0.526219535
7,-1.182038294,0.148186021,-0.234508976
7.9,-1.411503297,-0.920269488,-0.471485779
9,-1.905938894,-0.687670137,-0.760022331
10,-1.688533702,-0.622197576,-0.688787385
11,-1.498894731,-0.346277659,-0.802911454
11.9,-1.720862719,-0.582255205,-0.643867437
12.9,-1.504592184,-0.699965115,-0.777579833
14,-1.692150379,-0.569187902,-0.670548341
14.9,-1.76137557,-0.709470454,-0.391154572
16,-1.827030262,-0.831064805,-0.4834636
17,-1.634512269,-0.828793997,-0.549224548
18,-1.829222084,-1.088522,-0.610375266
19,-1.895984813,-1.124916549,-0.587767541
20,-1.961911655,-1.11015046,-0.491372398
21,-1.813203259,-1.019972945,-0.458950562
21.9,-1.781702165,-1.03159016,-0.275480402
23,-1.904586174,-1.097274609,-0.390116074
23.9,-1.945683399,-0.978073689,-0.340537162
0.4599212,-1.215017482,-1.506300666,-0.896932821
1,-1.348141093,-1.930087834,-0.952037056
2.2,-1.585797334,-2.137887851,-1.131086577
3,-0.996827588,-2.110299636,-1.679620589
3.9,-0.647883497,-1.830385223,-1.419962193
5,-1.226444302,-1.732936195,-0.819657419
5.9,-1.56553738,-1.373802285,-0.66282976
6.9,-1.291264306,-1.511255735,-1.131957269
8,-1.491590246,-1.616710919,-1.474982996
8.9,-1.888550954,-1.357461637,-1.496940691
9.9,-1.883132832,-1.365503237,-1.701861383
11,-1.681684422,-1.503796431,-1.903805264
11.9,-1.409711137,-1.33765114,-2.116237519
13,-1.518616373,-1.228785718,-2.250710711
14,-1.505761467,-1.038448034,-2.132074802
15,-1.663963296,-1.04295481,-1.942364137
16,-1.493350936,-0.996367409,-1.714765093
17,-1.645450926,-1.155056553,-1.714182631
18,-1.839514994,-1.274644641,-1.772765192
19,-2.074679441,-1.308526184,-1.892047691
20,-1.88616396,-1.168459662,-1.857893274
21,-1.659234783,-1.274962132,-1.974908386
22.1,-1.897720601,-1.480373527,-2.093380453
23.1,-1.91327466,-1.102259871,-2.043953749
23.9,-1.821590512,-1.102431144,-1.917098097
0.3285151,-2.434346381,-1.730937869,-2.389288513
0.9,-2.002466792,-2.330644575,-3.504913466
1.9,-1.812568387,-2.723838429,-2.58619085
3,-2.195611345,-3.050538341,-2.5726107
3.9,-1.821064423,-3.258168839,-2.966777603
4.9,-2.118800936,-3.045050784,-3.063882844
6,-1.468296216,-3.116448188,-3.144729607
6.9,-1.873458565,-3.949388499,-2.790812204
7.9,-1.808879424,-2.932193447,-2.883628711
9,-1.369114049,-2.862491042,-2.945433329
9.9,-1.963732356,-3.327515398,-3.140263786
11,-2.364763059,-3.16618922,-3.721611792
12,-2.316034203,-3.383534313,-3.312004214
13,-2.196848565,-3.40026385,-3.436877926
14.2,-2.867877257,-3.323675628,-3.551566465
15,-2.145551269,-3.185451886,-3.139247009
16,-2.480761469,-3.169523882,-2.898859663
16.9,-2.719312051,-3.337355153,-2.865635986
18,-2.517511626,-3.386363393,-2.922882459
19,-2.489679289,-2.964396901,-2.881287311
20,-2.3921386,-3.140530115,-2.91248857
21,-2.620542734,-3.235319056,-3.005204511
21.9,-2.627041969,-3.392362521,-2.9460668
23,-2.491954942,-3.162906912,-2.894681353
23.9,-2.448080691,-3.275092031,-2.972232655
0.2956636,-2.34382136,-2.465660985,-1.876711047
1,-1.968639614,-2.649088212,-1.857608422
2,-1.970899765,-2.103798491,-1.437621533
3,-1.425608317,-1.840907543,-2.082298363
3.9,-1.195467534,-1.692464416,-2.212384247
5,-1.539360133,-1.694585318,-2.467845311
5.9,-1.466688514,-1.64994305,-1.879280339
6.9,-1.320285593,-1.441835651,-1.817188154
8,-1.505907931,-1.983245749,-2.11869704
9,-1.26107621,-2.149948339,-2.457285149
10,-1.499323556,-1.47123548,-2.438552119
11,-1.924357525,-1.378052344,-2.640051581
12,-1.799095763,-1.181332106,-2.469451803
13,-1.619858472,-0.979352395,-2.198948865
14,-1.646448276,-1.119618719,-2.300141451
14.9,-0.892668495,-1.166138899,-1.82810731
16,-1.332353639,-1.025818015,-1.837947069
17,-1.589531851,-1.395968979,-1.973358584
17.9,-1.446871106,-2.189356008,-2.081748482
19,-1.510304596,-1.226159179,-2.130834816
20,-1.75314632,-1.185872802,-2.16533263
21.1,-1.152944394,-1.274403641,-2.196916312
22.1,-1.40109041,-1.358150506,-1.994880944
23,-1.424193525,-1.22807198,-1.788208179
23.9,-1.498120298,-1.173236031,-1.723148428
0.2628121,-2.279115492,-0.607853785,-1.074361217
0.9,-0.709317336,-0.544432576,-0.920143408
2.1,-0.037279796,-1.033948994,-1.195508207
2.9,-0.005999566,-1.134710873,-1.327141281
3.9,-0.369980939,-1.190486709,-1.419962193
5,-0.324315356,-0.948274685,-1.441788288
5.9,-0.570718266,-1.173505824,-1.413751552
7.1,-0.961930016,-1.010887077,-1.278300246
8,-0.814825162,-0.743405776,-0.947907547
9,-0.373400829,-1.140784107,-0.984283863
