"pandemicday","estimate","sevalue","class","severity","ymin","ymax"
705.5,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
719.5,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
733.5,-0.0135514398247151,0.0376719411582494,"convalescentplasma","all",0.916321086611116,1.06213981303373
744,-0.0164355437716609,0.0374728334804934,"convalescentplasma","all",0.914038763684968,1.05866767783496
754.5,-0.0164355437716609,0.0374728334804934,"convalescentplasma","all",0.914038763684968,1.05866767783496
773.5,-0.0176246608275391,0.0374613454687662,"convalescentplasma","all",0.912973067299747,1.05738573732672
791,-0.0176246608275391,0.0374613454687662,"convalescentplasma","all",0.912973067299747,1.05738573732672
800.5,-0.0185455399045368,0.0373500542853006,"convalescentplasma","all",0.912331702361821,1.05618205024895
809,-0.0185455399045368,0.0373500542853006,"convalescentplasma","all",0.912331702361821,1.05618205024895
164,0,5,"cort","mildmod",5.54515994321769e-05,18033.7449278285
173,0,5,"cort","mildmod",5.54515994321769e-05,18033.7449278285
178,0,5,"cort","mildmod",5.54515994321769e-05,18033.7449278285
182.5,0,5,"cort","mildmod",5.54515994321769e-05,18033.7449278285
186.5,0,5,"cort","mildmod",5.54515994321769e-05,18033.7449278285
187.5,0,5,"cort","mildmod",5.54515994321769e-05,18033.7449278285
191,0,5,"cort","mildmod",5.54515994321769e-05,18033.7449278285
199.5,0,5,"cort","mildmod",5.54515994321769e-05,18033.7449278285
210,0,5,"cort","mildmod",5.54515994321769e-05,18033.7449278285
217.5,0.291040926918094,0.15027524486905,"cort","mildmod",0.996507559780655,1.79603311312389
223.5,0.291040926918094,0.15027524486905,"cort","mildmod",0.996507559780655,1.79603311312389
227.5,0.291040926918094,0.15027524486905,"cort","mildmod",0.996507559780655,1.79603311312389
232,0.291040926918094,0.15027524486905,"cort","mildmod",0.996507559780655,1.79603311312389
239,0.291040926918094,0.15027524486905,"cort","mildmod",0.996507559780655,1.79603311312389
245.5,0.291040926918094,0.15027524486905,"cort","mildmod",0.996507559780655,1.79603311312389
252.5,0.291040926918094,0.15027524486905,"cort","mildmod",0.996507559780655,1.79603311312389
259.5,0.291040926918094,0.15027524486905,"cort","mildmod",0.996507559780655,1.79603311312389
266,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
273.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
280.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
286.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
293.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
300.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
307.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
314.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
321.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
328.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
335.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
342.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
349.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
356.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
363.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
370.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
377.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
384.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
394.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
404.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
415,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
423.5,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
427,0.291266462580206,0.149858670811889,"cort","mildmod",0.997546482594995,1.79497206181655
433,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
440.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
447,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
453.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
464,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
474.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
485,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
495.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
506,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
516.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
523.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
531.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
549,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
562.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
566,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
573,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
580,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
590.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
